book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
3407,46544,46544,2982200,86,553382616,9780553382620.0,Jean M. Auel,2002.0,The Shelters of Stone,"The Shelters of Stone (Earth's Children, #5)",en-US,3.8,31333,35501,1085,925,3208,9091,11187,11090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3418,714902,714902,853421,40,552555703,9780552555710.0,Malorie Blackman,2001.0,Noughts & Crosses,"Noughts & Crosses (Noughts & Crosses, #1)",en-GB,4.23,27725,33891,2446,551,1329,4542,10860,16609,https://images.gr-assets.com/books/1443903273m/714902.jpg,https://images.gr-assets.com/books/1443903273s/714902.jpg
3430,8428069,8428069,13291270,29,61869708,9780061869710.0,Sara Shepard,2010.0,The Lying Game,"The Lying Game (The Lying Game, #1)",en-US,3.96,32296,34286,2665,804,2142,7466,11008,12866,https://images.gr-assets.com/books/1316916749m/8428069.jpg,https://images.gr-assets.com/books/1316916749s/8428069.jpg
3432,18143905,18143905,25539400,27,147675361X,9781476753610.0,Marina Keegan,2014.0,The Opposite of Loneliness,The Opposite of Loneliness: Essays and Stories,eng,3.82,19771,31370,3394,581,2213,8325,11334,8917,https://images.gr-assets.com/books/1401056149m/18143905.jpg,https://images.gr-assets.com/books/1401056149s/18143905.jpg
3433,6613956,6613956,3873004,111,670021482,9780670021480.0,"Paolo Giordano, Shaun Whiteside",2008.0,La solitudine dei numeri primi,The Solitude of Prime Numbers,eng,3.58,19734,34894,3285,1403,3875,9883,12564,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3441,17378527,17378527,24170172,24,545424984,9780545424980.0,Maggie Stiefvater,2016.0,The Raven King,"The Raven King (The Raven Cycle, #4)",eng,4.32,42427,46455,9014,363,1331,5848,14677,24236,https://images.gr-assets.com/books/1477103790m/17378527.jpg,https://images.gr-assets.com/books/1477103790s/17378527.jpg
3446,8874743,8874743,13750414,64,755379284,9780755379290.0,Sarah Winman,2011.0,When God Was a Rabbit,When God Was a Rabbit,eng,3.67,24660,28868,2744,878,2704,8143,10586,6557,https://images.gr-assets.com/books/1311417203m/8874743.jpg,https://images.gr-assets.com/books/1311417203s/8874743.jpg
3447,18003300,18003300,25266150,10,473235501,9780473235500.0,Lang Leav,2013.0,Love & Misadventure,Love & Misadventure,eng,4.05,28782,30703,2530,1175,1920,5133,8570,13905,https://images.gr-assets.com/books/1370084153m/18003300.jpg,https://images.gr-assets.com/books/1370084153s/18003300.jpg
3448,6515834,6515834,6707636,18,1434767957,9781434767950.0,"Francis Chan, Danae Yankoski",2009.0,The Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,,4.17,27044,28347,1049,405,909,4725,9799,12509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3450,7948230,7948230,11552215,26,60594667,9780060594660.0,Tom Franklin,2009.0,"Crooked Letter, Crooked Letter","Crooked Letter, Crooked Letter",en-US,3.82,28875,33217,4324,397,1577,8640,15590,7013,https://images.gr-assets.com/books/1292689648m/7948230.jpg,https://images.gr-assets.com/books/1292689648s/7948230.jpg
3453,12425532,12425532,17375535,20,1250003326,9781250003320.0,Anna Banks,2012.0,Of Poseidon,"Of Poseidon (The Syrena Legacy, #1)",eng,4.04,38535,40540,4225,1108,2153,7443,13085,16751,https://images.gr-assets.com/books/1327879889m/12425532.jpg,https://images.gr-assets.com/books/1327879889s/12425532.jpg
3464,5128,5128,1771312,81,60595183,9780060595180.0,Aldous Huxley,1956.0,The Doors of Perception & Heaven and Hell,The Doors of Perception & Heaven and Hell,eng,3.96,24213,27581,840,250,1360,6570,10522,8879,https://images.gr-assets.com/books/1375947566m/5128.jpg,https://images.gr-assets.com/books/1375947566s/5128.jpg
3473,6780439,6780439,285261,17,1847386823,9781847386820.0,L.J. Smith,1991.0,Dark Reunion,"Dark Visions (Dark Visions, #1-3)",eng,4.19,33023,34790,1050,545,1488,6040,9472,17245,https://images.gr-assets.com/books/1296605183m/6780439.jpg,https://images.gr-assets.com/books/1296605183s/6780439.jpg
3477,31343,31343,2926330,67,8466302948,9788466302940.0,Anne Rice,1998.0,Pandora,"Pandora (New Tales of the Vampires, #1)",spa,3.73,33383,37086,672,823,3436,11000,11390,10437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3486,6441509,6441509,6631450,56,006172081X,9780061720820.0,L.J. Smith,2010.0,The Vampire Diaries: The Return: Shadow Souls ,"Shadow Souls (The Vampire Diaries: The Return, #2)",en-US,3.79,31445,34134,1026,1588,3491,8083,8250,12722,https://images.gr-assets.com/books/1347424332m/6441509.jpg,https://images.gr-assets.com/books/1347424332s/6441509.jpg
3503,158119,158119,3242779,94,140130866X,9781401308670.0,Cecelia Ahern,2005.0,If You Could See Me Now,If You Could See Me Now,en-US,3.84,28891,32562,1913,831,2531,8128,10555,10517,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3504,67,67,1062798,42,61159174,9780061159180.0,Edward P. Jones,2003.0,The Known World,The Known World,eng,3.82,26550,29459,2825,831,2186,6907,11005,8530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3517,4110198,4110198,4157374,61,1846052580,9781846052580.0,"James Patterson, Maxine Paetro",2009.0,The 8th Confession,"The 8th Confession (Women's Murder Club, #8)",,4.02,29973,35392,1427,195,1144,8134,14178,11741,https://images.gr-assets.com/books/1408315092m/4110198.jpg,https://images.gr-assets.com/books/1408315092s/4110198.jpg
3526,26252859,26252859,46249638,55,148473274X,9781484732750.0,Rick Riordan,2016.0,The Hidden Oracle,"The Hidden Oracle (The Trials of Apollo, #1)",eng,4.33,45127,51872,6928,356,1017,6245,17944,26310,https://images.gr-assets.com/books/1449765273m/26252859.jpg,https://images.gr-assets.com/books/1449765273s/26252859.jpg
3550,783291,783291,1584738,63,316677469,9780316677460.0,Alice Sebold,2007.0,The Almost Moon,The Almost Moon,eng,2.67,28299,31183,5223,5670,8233,9978,5312,1990,https://images.gr-assets.com/books/1310421579m/783291.jpg,https://images.gr-assets.com/books/1310421579s/783291.jpg
3563,7801229,7801229,9842102,22,1423118243,9781423118240.0,Cinda Williams Chima,2010.0,The Exiled Queen,"The Exiled Queen (Seven Realms, #2)",en-US,4.34,33789,35709,2048,247,617,3888,12880,18077,https://images.gr-assets.com/books/1285276245m/7801229.jpg,https://images.gr-assets.com/books/1285276245s/7801229.jpg
3582,173526,173526,863196,29,1576737160,9781576737160.0,"Brennan Manning, Michael W. Smith, Rich Mullins",1990.0,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out","The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",eng,4.23,24568,26144,1030,388,968,3819,8116,12853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3592,7544603,7544603,9823592,61,3401063480,9783401063480.0,Kerstin Gier,2010.0,Smaragdgrün,"Smaragdgrün (Edelstein-Trilogie, #3)",ger,4.2,22620,47351,4532,352,1629,7539,16432,21399,https://images.gr-assets.com/books/1345808677m/7544603.jpg,https://images.gr-assets.com/books/1345808677s/7544603.jpg
3595,23522,23522,2625557,111,316341517,9780316341520.0,"Edith Hamilton, Steele Savage",1942.0,Mythology,Mythology: Timeless Tales of Gods and Heroes,en-US,3.98,30804,35584,1658,568,1657,7703,13515,12141,https://images.gr-assets.com/books/1305000423m/23522.jpg,https://images.gr-assets.com/books/1305000423s/23522.jpg
3607,13644055,13644055,19260000,32,1622662644,9781622662650.0,Jennifer L. Armentrout,2014.0,Opposition,"Opposition (Lux, #5)",eng,4.43,40399,47980,5724,327,1049,4856,13051,28697,https://images.gr-assets.com/books/1398694101m/13644055.jpg,https://images.gr-assets.com/books/1398694101s/13644055.jpg
3620,300225,300225,291389,83,1568650949,9781568650940.0,Sidney Sheldon,1977.0,Bloodline,Bloodline,,3.79,23726,25295,585,332,1670,7491,9262,6540,https://images.gr-assets.com/books/1298570618m/300225.jpg,https://images.gr-assets.com/books/1298570618s/300225.jpg
3634,115076,115076,3000860,34,452287898,9780452287890.0,Marisa de los Santos,2005.0,Love Walked In,Love Walked In,eng,3.69,28712,29698,4084,710,2525,8669,11047,6747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3637,5941233,5941233,6113733,15,1416983082,9781416983090.0,Christopher Pike,1998.0,Thirst No. 1,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)",en-US,3.82,30154,30841,1586,2004,2842,6265,7401,12329,https://images.gr-assets.com/books/1327887604m/5941233.jpg,https://images.gr-assets.com/books/1327887604s/5941233.jpg
3655,11071466,11071466,15992791,30,1416990674,9781416990670.0,Morgan Matson,2012.0,Second Chance Summer,Second Chance Summer,eng,4.16,31983,34910,4483,478,1343,5767,11944,15378,https://images.gr-assets.com/books/1337189920m/11071466.jpg,https://images.gr-assets.com/books/1337189920s/11071466.jpg
3656,381704,381704,98,61,1401359604,9781401359610.0,Plum Sykes,2004.0,Bergdorf Blondes,Bergdorf Blondes,en-US,3.26,23795,25822,1267,2020,4428,8669,6144,4561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3659,22836957,22836957,1026225,67,125006662X,9781250066630.0,Michael Punke,2002.0,The Revenant,The Revenant,,3.92,19289,28741,3162,238,1142,6638,13449,7274,https://images.gr-assets.com/books/1409498796m/22836957.jpg,https://images.gr-assets.com/books/1409498796s/22836957.jpg
3677,9409469,9409469,14293500,24,,,Cinda Williams Chima,2011.0,The Gray Wolf Throne,"The Gray Wolf Throne (Seven Realms, #3)",eng,4.39,31763,33984,1729,263,516,3389,11303,18513,https://images.gr-assets.com/books/1312142235m/9409469.jpg,https://images.gr-assets.com/books/1312142235s/9409469.jpg
3687,3558003,3558003,3600162,39,451225724,9780451225730.0,Rachel Caine,2008.0,Lord of Misrule,"Lord of Misrule (The Morganville Vampires, #5)",en-US,4.18,38874,41199,1046,368,1375,7557,13190,18709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3694,13497505,13497505,19041763,20,1400203759,9781400203760.0,Bob Goff,2012.0,Discover an Incredible Life in an Ordinary World,Love Does: Discover a Secretly Incredible Life in an Ordinary World,en-US,4.25,25791,27426,2034,546,1087,3742,7584,14467,https://images.gr-assets.com/books/1335237698m/13497505.jpg,https://images.gr-assets.com/books/1335237698s/13497505.jpg
3701,22557520,22557520,26102134,72,1476792488,9781476792480.0,Anna Todd,2014.0,After,"After (After, #1)",eng,3.74,32027,38360,4589,3671,3432,6845,9557,14855,https://images.gr-assets.com/books/1438077259m/22557520.jpg,https://images.gr-assets.com/books/1438077259s/22557520.jpg
3704,16303287,16303287,22436394,44,1442495995,9781442496000.0,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014.0,The Bane Chronicles,The Bane Chronicles,eng,4.2,36885,41828,4141,562,1289,6521,14344,19112,https://images.gr-assets.com/books/1395159015m/16303287.jpg,https://images.gr-assets.com/books/1395159015s/16303287.jpg
3707,14096,14096,1276408,57,1401307787,9781401307780.0,Jon Kabat-Zinn,1994.0,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",en-US,4.11,24259,26071,1047,386,971,4616,9545,10553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3724,6578507,6578507,6771932,50,143145444,9780143145450.0,"Sarah Blake, Orlagh Cassidy",2009.0,The Postmistress,The Postmistress,eng,3.3,30320,35271,5127,1474,5324,13532,11074,3867,https://images.gr-assets.com/books/1409169468m/6578507.jpg,https://images.gr-assets.com/books/1409169468s/6578507.jpg
3736,10785687,10785687,15697851,8,62101897,9780062101890.0,Bob McCabe,2011.0,Harry Potter Page to Screen: The Complete Filmmaking Journey,Harry Potter Page to Screen: The Complete Filmmaking Journey,,4.56,27361,27610,369,477,480,2151,4630,19872,https://images.gr-assets.com/books/1317345385m/10785687.jpg,https://images.gr-assets.com/books/1317345385s/10785687.jpg
3749,15768191,15768191,21474080,11,62265946,9780062265940.0,Wendy Higgins,2013.0,,"Sweet Peril (Sweet, #2)",eng,4.28,38229,39742,2733,446,1254,5426,12356,20260,https://images.gr-assets.com/books/1351223157m/15768191.jpg,https://images.gr-assets.com/books/1351223157s/15768191.jpg
3756,23512999,23512999,43116154,54,1501111671,9781501111680.0,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054,28439,3384,395,1213,6521,12347,7963,https://images.gr-assets.com/books/1468705688m/23512999.jpg,https://images.gr-assets.com/books/1468705688s/23512999.jpg
3770,23395680,23395680,26653661,37,553499114,9780553499120.0,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",eng,4.32,44500,49187,13008,879,1732,5262,14328,26986,https://images.gr-assets.com/books/1443433956m/23395680.jpg,https://images.gr-assets.com/books/1443433956s/23395680.jpg
3772,42986,42986,376293,42,316954993,9780316954990.0,Herman Wouk,1978.0,War and Remembrance,"War and Remembrance (The Henry Family, #2)",eng,4.38,26633,28009,684,98,414,3212,9250,15035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3777,8811134,8811134,13685368,35,61449156,9780061449150.0,Michael  Grant,2012.0,Fear,"Fear (Gone, #5)",en-US,4.25,33178,35940,1785,521,1130,4973,11375,17941,https://images.gr-assets.com/books/1309186708m/8811134.jpg,https://images.gr-assets.com/books/1309186708s/8811134.jpg
3784,18353714,18353714,25779088,45,1455521205,9781455521200.0,David Baldacci,2014.0,The Target,"The Target (Will Robie, #3)",eng,4.04,18115,28155,2044,286,920,5470,12191,9288,https://images.gr-assets.com/books/1391463804m/18353714.jpg,https://images.gr-assets.com/books/1391463804s/18353714.jpg
3785,52372,52372,768174,67,141187166,9780141187170.0,Susan Sontag,1973.0,On Photography,On Photography,eng,3.84,22611,24496,468,1666,1609,4529,7771,8921,https://images.gr-assets.com/books/1328061531m/52372.jpg,https://images.gr-assets.com/books/1328061531s/52372.jpg
3787,5182,5182,846655,28,140244824,9780140244820.0,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034,27328,489,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3788,40067,40067,1757108,39,1400080665,9781400080660.0,Erik Larson,2006.0,Thunderstruck,Thunderstruck,en-US,3.67,24760,27979,3402,347,1952,9255,11516,4909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3791,40200,40200,1210026,5,1841954314,9781841954320.0,Michel Faber,2002.0,The Crimson Petal and the White,The Crimson Petal and the White,eng,3.87,24932,30695,2682,1071,2318,6468,10610,10228,https://images.gr-assets.com/books/1408937589m/40200.jpg,https://images.gr-assets.com/books/1408937589s/40200.jpg
3792,4701,4701,2201178,78,385520514,9780385520520.0,Mark Haddon,2006.0,A Spot of Bother,A Spot of Bother,eng,3.46,23676,28130,2925,859,3216,10056,10123,3876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3793,8709524,8709524,18752278,26,1595143211,9781595143210.0,Richelle Mead,2014.0,Silver Shadows,"Silver Shadows (Bloodlines, #5)",en-US,4.37,38152,42572,4250,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,https://images.gr-assets.com/books/1389304070s/8709524.jpg
3803,32441,32441,1443220,52,553804812,9780553804810.0,Dean Koontz,1989.0,The Good Guy,The Good Guy,eng,3.81,27061,28576,1366,401,1647,8173,11134,7221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3804,64948,64948,442705,65,042520992X,9780425209930.0,Dean Koontz,1980.0,Whispers,Whispers,en-US,3.9,26304,27346,469,342,1392,7421,9691,8500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3813,7505716,7505716,9686589,48,1435122941,9781435122950.0,"Lewis Carroll, John Tenniel",1865.0,,Alice's Adventures in Wonderland & Other Stories,eng,4.22,24607,25610,280,327,888,4044,7864,12487,https://images.gr-assets.com/books/1459762532m/7505716.jpg,https://images.gr-assets.com/books/1459762532s/7505716.jpg
3816,18500665,18500665,19250719,28,,,Susan Ee,2015.0,End of Days,"End of Days (Penryn & the End of Days, #3)",eng,4.1,27238,39601,5686,497,1891,7198,13468,16547,https://images.gr-assets.com/books/1423384676m/18500665.jpg,https://images.gr-assets.com/books/1423384676s/18500665.jpg
3821,15015,15015,16955,79,399142789,9780399142790.0,Neale Donald Walsch,1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",eng,4.15,21977,22988,1115,750,1119,3495,6307,11317,https://images.gr-assets.com/books/1327944254m/15015.jpg,https://images.gr-assets.com/books/1327944254s/15015.jpg
3823,7926569,7926569,11240905,46,316120553,9780316120560.0,"James Patterson, Michael Ledwidge",2011.0,Now You See Her,Now You See Her,en-US,3.98,23426,27052,2208,316,1145,6160,10705,8726,https://images.gr-assets.com/books/1435387035m/7926569.jpg,https://images.gr-assets.com/books/1435387035s/7926569.jpg
3842,6424184,6424184,6613427,10,1416983090,9781416983100.0,Christopher Pike,2010.0,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",en-US,4.06,26045,26569,587,979,1795,4803,6131,12861,https://images.gr-assets.com/books/1327900390m/6424184.jpg,https://images.gr-assets.com/books/1327900390s/6424184.jpg
3843,125963,125963,2564512,38,1595543414,9781595543420.0,Ted Dekker,2003.0,Thr3e,Thr3e,,4.08,24907,26938,1618,512,1268,4975,9064,11119,https://images.gr-assets.com/books/1380856492m/125963.jpg,https://images.gr-assets.com/books/1380856492s/125963.jpg
3846,12283261,12283261,17259372,31,1451635753,9781451635750.0,"Jodi Picoult, Samantha van Leer",2012.0,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,3.58,29791,33343,4891,1447,4020,9832,9857,8187,https://images.gr-assets.com/books/1326314890m/12283261.jpg,https://images.gr-assets.com/books/1326314890s/12283261.jpg
3848,9635657,9635657,14523019,51,,,Rachel Renée Russell,2011.0,Tales From a Not-So-Talented Pop Star,"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",eng,4.31,22337,25003,866,532,954,3388,5579,14550,https://images.gr-assets.com/books/1370064614m/9635657.jpg,https://images.gr-assets.com/books/1370064614s/9635657.jpg
3890,838917,18054709,16419428,27,736908552,9780736908560.0,Stormie Omartian,1997.0,The Power of a Praying Woman,The Power of a Praying Woman,,4.38,10970,20872,183,208,483,2643,5376,12162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3901,11861062,11861062,16484218,58,385742371,9780385742380.0,Lissa Price,2012.0,Starters,"Starters (Starters, #1)",eng,3.91,32143,35524,4102,720,2174,8127,13140,11363,https://images.gr-assets.com/books/1358435131m/11861062.jpg,https://images.gr-assets.com/books/1358435131s/11861062.jpg
3910,9531,9531,3204657,42,078683787X,9780786837880.0,"Dave Barry, Ridley Pearson, Greg Call",2006.0,Peter and the Shadow Thieves,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",en-US,4.15,29555,30821,1289,310,951,5480,11230,12850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3918,228261,228261,122831,36,842329250,9780842329260.0,"Tim LaHaye, Jerry B. Jenkins",1998.0,Soul Harvest: The World Takes Sides,"Soul Harvest: The World Takes Sides (Left Behind, #4)",en-US,3.95,25675,26752,451,647,1595,6083,8553,9874,https://images.gr-assets.com/books/1406513506m/228261.jpg,https://images.gr-assets.com/books/1406513506s/228261.jpg
3937,349473,349473,1322982,78,141655484X,9781416554840.0,"Richard Bachman, Stephen King",2007.0,Blaze,Blaze,en-US,3.65,27673,30127,1230,620,2684,10146,9697,6980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3943,544424,544424,531712,24,738710180,9780738710180.0,Simone Elkeles,2007.0,Leaving Paradise,"Leaving Paradise (Leaving Paradise, #1)",eng,4.02,37323,38657,2292,688,2184,7723,13132,14930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3967,5489684,5489684,5557331,7,006177894X,9780061778940.0,Ellen Schreiber,2008.0,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",en-US,4.12,25698,25846,480,834,1665,4526,5274,13547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3977,568454,568454,555516,13,1421506238,9781421506230.0,"Katsura Hoshino, Mayumi Kobayashi",2004.0,"D.Gray-man, Volume 1","D.Gray-man, Volume 01",eng,4.21,23910,24060,231,485,1049,3715,6386,12425,https://images.gr-assets.com/books/1440124280m/568454.jpg,https://images.gr-assets.com/books/1440124280s/568454.jpg
3983,275000,275000,1245366,63,60525592,9780060525590.0,Erin Hunter,2003.0,Fire and Ice,"Fire and Ice (Warriors, #2)",eng,4.36,30745,32641,1276,197,710,4307,9341,18086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3985,46190,46190,45332,22,1400083028,9781400083020.0,Rob Sheffield,2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Love Is a Mix Tape,en-US,3.83,21971,24597,2403,611,1715,6230,8644,7397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4000,5201089,5201089,6627900,43,1741663016,9781741663010.0,John Flanagan,2008.0,The Kings of Clonmel,"The Kings of Clonmel (Ranger's Apprentice, #8)",eng,4.29,30299,34595,971,323,715,4756,11454,17347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4006,18635622,18635622,24992268,79,345533488,9780345533490.0,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,4.19,20009,29445,2769,110,607,4513,12551,11664,https://images.gr-assets.com/books/1423281810m/18635622.jpg,https://images.gr-assets.com/books/1423281810s/18635622.jpg
4009,6613,6613,2548756,57,080213825X,9780802138260.0,Candace Bushnell,2000.0,Four Blondes,Four Blondes,,2.8,22278,23272,943,3921,5722,7219,3904,2506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4024,11366397,11366397,16297209,20,1442445807,9781442445800.0,Suzanne Young,2013.0,The Program,"The Program (The Program, #1)",eng,4.07,30517,32905,4437,753,1714,5710,11091,13637,https://images.gr-assets.com/books/1344986164m/11366397.jpg,https://images.gr-assets.com/books/1344986164s/11366397.jpg
4050,687278,687278,2464740,48,1570623449,9781570623450.0,Pema Chödrön,1996.0,When Things Fall Apart: Heart Advice for Difficult Times,When Things Fall Apart: Heart Advice for Difficult Times,,4.29,20761,23012,1315,339,652,2891,7237,11893,https://images.gr-assets.com/books/1320553046m/687278.jpg,https://images.gr-assets.com/books/1320553046s/687278.jpg
4051,9999107,9999107,14894050,38,312658656,9780312658660.0,Daisy Goodwin,2010.0,My Last Duchess,The American Heiress,eng,3.41,23992,28874,3901,810,3518,11240,9569,3737,https://images.gr-assets.com/books/1307342832m/9999107.jpg,https://images.gr-assets.com/books/1307342832s/9999107.jpg
4057,9503,9503,1223399,64,034546401X,9780345464020.0,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,eng,3.41,24579,26060,2586,1247,3379,8927,8374,4133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4072,12394068,12394068,17375206,88,1444737090,9781444737100.0,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,3.96,17971,27131,3539,483,1507,5973,9814,9354,https://images.gr-assets.com/books/1331779332m/12394068.jpg,https://images.gr-assets.com/books/1331779332s/12394068.jpg
